student_id,attendance_pct,homework_pct,midterm_score,study_hours_per_week,pass
99.01,79.67,38.61,93.26,5.13,0
22.4,56.29,94.26,68.06,8.12,1
55.62,69.41,61.99,43.98,3.36,1
45.89,80.59,64.86,60.82,6.82,1
76.53,35.71,75.83,83.59,7.74,1
53.83,88.17,39.47,80.67,7.06,0
54.95,94.01,95.01,60.46,3.45,0
1.99,53.36,72.92,95.02,11.46,1
26.32,94.01,45.43,65.2,7.97,0
72.1,73.52,63.9,76.83,4.94,0
69.49,53.89,67.99,91.35,4.2,0
22.89,84.13,71.65,68.72,7.15,1
4.72,94.01,54.88,67.19,7.94,0
54.17,62.4,88.86,66.01,10.89,0
1.99,50.7,90.09,75.65,8.82,0
17.18,32.97,95.01,69.28,4.69,1
99.01,66.97,75.02,52.51,10.42,1
92.42,72.4,89.29,75.82,12.4,1
64.64,94.01,95.01,59.53,4.87,0
59.42,94.01,38.13,69.53,3.32,1
1.99,57.81,95.01,80.99,6.91,1
29.01,83.78,82.13,67.38,7.88,1
41.94,49.2,57.52,63.82,7.95,1
29.63,70.81,65.95,88.56,2.03,0
40.34,67.23,61.19,58.24,10.83,1
88.19,54.05,48.07,82.66,5.89,0
34.78,67.4,92.21,73.02,7.03,1
40.61,84.4,95.01,62.17,9.63,1
71.95,88.87,37.97,69.62,11.2,1
9.32,66.96,95.01,69.66,7.6,0
26.12,67.98,68.4,79.04,7.97,0
29.1,37.05,78.89,95.02,5.0,1
52.11,74.35,51.09,77.73,13.26,1
40.49,64.83,67.71,59.04,14.22,0
41.41,67.92,93.1,62.56,10.18,1
31.21,61.02,47.1,90.69,7.38,0
19.43,52.77,80.11,43.98,8.05,1
68.17,54.1,86.82,73.64,3.41,1
40.7,57.58,60.74,71.19,9.26,1
68.46,46.1,50.25,45.91,9.3,1
18.25,74.66,65.85,70.96,10.3,1
31.2,79.41,95.01,60.29,3.72,1
44.08,67.09,81.46,71.45,2.66,1
46.79,72.64,89.17,83.98,9.86,0
72.39,65.47,37.97,56.25,10.49,0
38.01,89.68,61.94,71.71,4.33,1
72.16,70.47,65.48,62.21,9.25,1
61.38,74.42,48.6,76.42,4.36,0
47.4,83.7,60.11,61.61,7.2,1
22.9,69.1,72.66,60.1,10.12,0
72.46,94.01,55.36,64.0,5.14,0
23.63,57.79,62.19,78.66,5.67,1
49.88,94.01,84.43,75.79,9.46,0
48.94,66.05,58.59,91.26,4.34,1
44.49,58.0,85.67,69.49,4.92,0
39.21,41.83,64.36,73.9,5.56,1
26.65,84.9,55.61,71.72,6.09,1
3.59,63.07,92.35,50.9,9.95,1
91.23,72.05,71.29,79.15,7.57,1
36.23,74.13,37.97,84.93,15.0,1
46.78,60.91,37.97,76.31,3.13,0
46.61,88.47,55.2,67.27,12.37,0
82.29,77.55,61.03,86.55,7.03,0
99.01,54.49,73.51,76.14,12.52,1
55.14,45.79,71.0,95.02,8.67,1
45.95,83.31,52.61,74.41,5.77,0
17.91,65.26,67.58,72.53,11.39,1
8.62,81.84,62.39,82.14,2.0,1
1.99,65.11,59.15,91.34,2.54,0
27.41,73.26,58.61,69.65,3.57,0
1.99,83.74,95.01,66.38,7.47,0
81.8,43.02,47.83,75.89,6.89,1
62.77,94.01,51.35,73.76,6.24,0
43.2,76.15,64.85,77.75,7.52,1
82.68,33.44,93.15,53.31,3.99,1
19.42,93.32,66.65,51.35,9.61,1
26.71,86.97,72.59,48.64,15.0,1
1.99,66.17,95.01,48.16,5.35,1
72.97,94.01,74.31,81.31,3.5,1
26.99,58.24,51.46,95.02,6.45,0
50.96,67.22,91.33,53.77,14.68,1
79.59,94.01,69.36,55.91,2.0,1
90.27,78.71,63.19,90.22,8.66,1
49.65,88.65,50.85,79.8,3.29,1
61.65,83.94,70.0,60.14,2.0,0
24.28,45.06,52.98,56.28,10.81,0
99.01,74.8,67.59,86.36,11.02,1
45.68,73.18,63.85,48.12,2.0,1
52.83,90.45,87.76,70.03,4.2,0
38.7,94.01,44.49,78.27,2.0,1
85.29,92.29,53.87,69.77,11.19,1
56.29,61.17,79.16,64.86,3.46,0
72.58,44.15,59.11,71.13,8.0,0
60.77,78.34,54.49,80.84,12.21,1
44.11,67.95,70.08,90.51,13.66,1
77.47,50.95,62.27,47.41,8.8,1
60.52,57.23,44.05,61.86,5.8,0
22.62,68.48,37.97,90.67,10.74,1
21.8,74.08,93.12,91.83,5.8,1
54.82,59.71,79.55,81.38,5.66,0
76.83,69.24,95.01,54.05,4.65,1
98.06,68.23,41.46,56.5,10.68,1
1.99,74.37,95.01,69.18,8.49,1
51.24,52.29,66.73,74.13,7.36,0
64.71,57.2,37.97,77.88,2.0,0
59.08,93.33,81.39,48.77,8.49,1
79.78,64.95,56.68,77.5,9.75,1
69.52,77.93,94.09,71.05,10.74,0
21.91,48.02,48.97,70.17,12.14,1
21.06,90.49,85.77,76.91,7.81,1
59.56,89.85,41.63,71.32,5.02,0
79.24,74.8,64.1,56.46,9.77,1
54.66,58.68,82.29,87.45,2.65,1
4.72,44.17,91.18,49.74,10.54,0
20.12,94.01,37.97,68.48,4.8,1
70.56,62.36,75.23,43.98,9.39,0
40.39,44.21,85.06,75.56,3.48,0
53.92,58.99,59.13,76.92,4.12,0
81.41,76.57,60.15,58.29,4.63,0
15.62,47.5,37.97,66.75,8.07,1
38.48,59.1,72.68,82.23,9.9,1
35.33,44.08,65.77,61.82,2.96,1
60.81,94.01,57.5,44.58,5.98,0
72.92,68.06,60.16,43.98,6.11,1
7.56,43.88,52.68,51.37,8.48,1
50.34,53.63,74.6,95.02,9.55,0
75.72,58.13,69.84,86.49,3.38,0
1.99,69.93,75.55,53.25,6.47,0
48.63,53.43,70.42,46.49,7.82,1
15.23,63.07,81.58,81.61,4.92,1
31.89,58.27,92.22,53.23,9.42,0
1.99,44.16,51.81,63.44,7.57,0
90.91,53.37,52.18,72.31,4.67,0
40.18,55.9,63.0,74.89,4.09,1
27.08,48.0,56.48,54.75,12.88,0
60.02,44.04,91.71,64.06,7.39,1
20.26,59.01,71.54,74.79,9.02,1
17.51,84.78,56.03,43.98,3.81,1
94.32,66.91,70.55,66.04,8.7,1
99.01,32.97,66.97,89.05,15.0,1
33.32,87.35,73.47,74.76,8.08,1
81.47,57.29,67.82,56.67,12.05,1
60.83,94.01,69.64,63.54,8.11,0
9.48,83.76,85.05,80.09,7.01,1
23.57,64.11,54.81,83.62,9.1,0
95.5,66.08,63.77,66.76,7.28,1
9.11,49.38,81.67,51.29,12.77,1
99.01,81.02,78.14,78.22,9.16,1
33.92,94.01,48.95,79.05,11.16,0
96.36,56.69,53.18,43.98,13.36,1
41.64,58.88,46.12,79.53,13.56,1
73.71,94.01,63.61,65.87,8.44,1
90.97,71.04,83.7,58.66,8.11,1
90.82,42.62,78.29,69.85,7.92,0
33.55,45.45,66.54,55.01,5.96,0
25.63,94.01,40.77,77.47,2.4,1
48.14,77.88,87.77,62.55,8.59,1
12.77,50.98,61.29,95.02,5.17,1
57.44,75.47,63.35,93.94,10.19,0
26.69,54.83,62.61,56.11,4.08,0
81.91,35.63,43.67,87.19,8.34,0
33.96,63.42,94.59,59.31,4.2,0
1.99,69.37,95.01,50.35,2.33,1
91.14,41.86,65.82,49.51,5.38,1
55.82,47.33,42.35,85.67,2.73,0
51.35,51.84,86.94,49.54,6.47,0
82.25,65.91,79.52,76.95,4.3,1
75.79,71.79,66.04,52.49,12.62,0
28.4,44.05,95.01,71.64,8.73,1
37.45,59.25,85.05,56.31,8.32,1
18.21,61.21,53.02,82.69,5.42,1
8.01,38.85,40.14,69.83,12.6,0
67.29,73.49,61.82,65.15,8.49,0
61.88,80.05,95.01,69.27,5.51,1
72.57,75.03,62.79,53.34,8.79,1
87.68,46.19,67.64,67.38,4.72,0
72.97,80.07,49.27,55.19,7.94,1
75.55,67.73,60.66,59.31,9.38,0
1.99,86.86,67.34,71.31,5.7,0
41.59,77.96,72.02,64.7,14.51,1
78.48,75.03,66.2,87.4,5.64,0
16.61,64.54,65.74,65.17,2.0,0
53.16,86.4,56.36,76.86,10.29,1
65.57,49.34,81.28,59.97,9.91,1
63.35,47.21,88.01,77.03,2.77,1
61.2,94.01,92.3,57.62,7.33,1
67.88,35.23,50.32,60.72,11.61,0
55.74,48.49,44.1,88.56,12.64,0
8.06,83.71,68.27,72.46,7.38,0
65.21,40.8,84.88,43.98,7.1,0
58.76,82.52,68.87,90.51,9.03,1
8.44,91.18,59.58,61.5,7.81,1
90.53,93.28,78.72,66.03,8.38,0
65.99,70.7,95.01,77.82,10.81,0
10.45,48.82,46.99,71.92,9.46,0
26.79,53.38,91.79,58.28,4.03,1
34.14,91.85,62.04,48.67,15.0,1
34.12,36.58,57.41,45.7,4.47,0
59.0,84.05,82.95,70.85,6.1,1
22.17,41.14,64.67,61.73,12.12,1
83.23,67.84,47.15,80.39,8.21,0
80.84,58.52,68.63,51.69,2.9,1
68.47,61.7,71.37,50.66,15.0,1
51.78,93.2,68.35,43.98,2.37,0
77.7,60.01,70.49,63.51,7.12,1
42.49,87.93,62.29,85.66,5.88,0
29.48,56.82,84.72,76.36,4.79,0
85.03,74.15,73.56,77.21,5.62,1
59.71,67.27,40.83,73.58,8.44,1
30.65,45.28,38.9,44.68,6.61,0
38.38,45.68,95.01,43.98,7.86,0
29.14,64.88,83.18,60.52,8.94,1
99.01,62.57,73.5,83.72,10.45,1
50.62,81.46,60.47,74.59,9.95,1
55.08,36.77,75.65,66.43,8.33,1
71.42,54.89,85.96,62.58,11.91,1
15.24,77.12,72.33,77.84,10.02,1
82.31,65.12,80.16,65.22,10.73,1
32.87,43.84,95.01,87.16,9.26,0
99.01,75.88,48.11,75.71,6.58,1
41.43,84.5,65.11,87.45,10.81,0
80.6,51.91,87.13,80.13,6.01,0
1.99,86.59,53.6,76.18,2.69,0
16.41,59.0,66.03,87.0,8.69,1
41.98,63.23,39.02,67.88,4.92,1
1.99,60.12,95.01,43.98,9.74,0
67.93,87.42,61.84,60.53,7.47,0
59.58,66.64,67.13,75.8,4.11,1
21.75,83.17,59.05,60.01,10.96,1
50.04,60.95,71.36,66.92,7.49,1
73.9,75.86,71.46,43.98,9.49,0
1.99,50.32,38.0,95.02,4.82,1
13.55,87.19,39.9,78.32,5.15,0
40.78,64.11,86.99,84.67,9.53,0
51.19,91.57,86.23,94.24,2.0,0
48.8,68.6,80.98,43.98,6.91,1
76.3,71.21,40.86,72.68,6.08,1
64.34,94.01,87.3,64.07,2.41,0
70.71,82.68,45.05,66.25,5.26,0
10.18,72.95,62.03,62.89,6.99,0
54.7,48.0,54.76,68.27,13.89,1
41.59,56.19,95.01,64.11,2.0,1
92.92,83.38,70.4,81.47,4.68,0
55.56,63.65,68.08,62.28,8.24,1
31.09,65.86,74.5,60.84,6.11,1
75.23,50.42,79.99,43.98,9.48,1
66.84,76.67,53.72,77.86,8.62,0
26.66,71.36,91.27,67.28,8.54,0
40.39,82.1,64.61,52.27,2.42,0
40.88,91.37,37.97,86.11,5.49,1
86.11,77.44,53.32,43.98,5.21,1
56.4,48.82,95.01,95.02,9.05,0
71.59,42.83,79.92,58.97,3.05,0
36.19,82.42,62.29,83.45,9.66,1
60.21,71.64,82.79,77.68,12.3,0
88.31,94.01,44.56,63.97,5.47,1
40.02,69.96,83.57,55.46,8.49,1
53.84,39.03,93.88,79.43,7.74,0
10.95,47.18,56.13,70.71,5.35,1
28.29,56.28,79.93,60.62,14.51,1
40.8,94.01,88.26,70.86,3.13,0
19.72,90.15,37.97,74.13,8.16,0
88.85,60.06,52.25,87.26,12.02,0
26.19,66.1,64.88,66.63,8.24,0
73.33,45.47,80.23,75.53,9.42,0
55.92,44.86,74.05,70.5,10.37,0
51.4,89.27,70.24,65.83,11.09,1
93.62,86.13,68.78,84.87,2.88,0
1.99,64.65,56.43,67.26,8.51,1
44.81,94.01,41.72,59.41,12.89,0
19.16,77.19,70.84,53.16,4.62,0
1.99,73.26,65.22,62.3,6.4,1
15.84,73.36,68.41,67.28,6.82,0
51.0,50.78,64.72,75.81,2.0,1
29.46,86.19,79.36,58.0,6.62,1
76.51,86.32,47.28,83.11,9.07,1
44.3,73.77,74.1,64.06,8.84,0
41.08,49.78,44.55,75.39,7.27,1
41.21,88.75,73.16,49.66,10.3,1
47.64,37.74,74.63,59.33,15.0,0
38.36,55.86,49.12,49.22,3.26,1
25.8,79.76,87.1,84.23,4.23,1
79.2,62.31,80.72,58.97,6.94,0
32.39,52.05,60.73,69.61,5.84,1
39.37,93.95,60.74,76.77,11.84,0
62.96,89.53,67.23,53.96,11.96,0
59.75,88.34,50.4,43.98,4.49,1
24.58,75.38,61.09,66.06,12.87,0
72.4,70.13,87.22,50.65,8.79,1
66.1,94.01,89.78,68.34,8.51,0
55.66,94.01,95.01,63.81,11.13,1
37.99,68.03,81.15,68.43,6.39,1
38.7,94.01,70.16,71.7,2.0,1
44.65,67.31,60.44,80.18,12.73,1
14.76,76.32,55.94,68.27,5.46,1
49.36,94.01,66.09,88.52,9.42,0
76.38,76.08,79.44,80.4,7.29,1
75.92,64.85,68.72,80.77,9.31,1
39.45,76.26,63.04,67.99,15.0,1
81.37,69.43,95.01,70.83,9.38,0
99.01,32.97,44.24,60.39,4.65,0
41.33,87.23,77.8,81.12,7.24,1
70.56,58.53,37.97,67.11,6.47,0
1.99,49.21,62.39,59.59,7.03,1
14.0,90.79,53.13,59.83,2.0,0
53.14,76.2,66.75,56.82,11.39,1
21.29,81.52,66.98,67.01,2.0,1
99.01,67.29,50.78,67.17,9.49,0
67.85,73.48,55.25,56.09,7.57,1
78.52,64.21,53.45,90.32,13.41,0
49.66,54.32,95.01,52.96,10.75,0
21.4,81.62,46.79,56.65,2.13,0
35.45,73.72,76.25,66.15,6.29,1
57.88,94.01,37.97,60.01,15.0,1
31.99,32.97,65.28,66.68,2.0,0
69.97,90.33,90.35,64.76,9.64,1
71.14,62.67,88.59,84.45,4.67,0
50.64,60.99,68.26,51.85,10.68,1
1.99,79.84,80.55,67.35,10.31,0
99.01,53.84,67.94,94.9,5.48,1
44.33,61.58,68.68,81.5,9.66,1
99.01,80.01,46.17,56.75,9.98,0
69.43,60.07,48.44,85.43,7.85,0
44.41,57.06,65.67,82.33,7.59,1
63.49,57.02,89.09,68.17,9.18,0
1.99,75.71,86.89,80.04,6.86,0
80.27,48.26,49.07,69.15,6.41,1
99.01,82.86,69.65,71.87,2.0,1
1.99,94.01,95.01,95.02,11.68,0
42.16,69.58,82.45,81.53,9.37,1
47.44,77.2,70.94,75.01,3.3,1
75.89,74.19,55.58,73.03,11.14,1
99.01,53.04,74.12,43.98,4.54,1
61.61,75.11,83.74,61.04,9.81,0
99.01,73.44,66.17,45.98,10.03,1
55.44,94.01,74.4,75.68,10.89,0
63.6,73.9,54.32,86.65,2.0,0
60.02,91.44,78.5,79.04,10.06,1
85.9,77.1,66.95,84.92,10.3,0
38.25,60.53,57.09,65.02,3.63,1
74.24,48.6,86.56,61.26,4.98,0
14.79,74.96,90.16,95.02,8.7,1
42.25,82.94,37.97,48.6,10.14,1
32.03,67.95,61.76,64.89,8.36,0
53.05,58.35,58.6,60.02,4.24,1
41.33,94.01,65.61,51.84,8.58,0
83.34,61.73,77.97,70.78,3.22,0
25.01,49.19,42.19,43.98,10.37,0
1.99,68.37,86.04,55.18,4.91,1
11.12,70.89,56.38,78.63,9.11,0
79.34,56.54,55.02,73.08,3.41,0
22.37,67.91,76.39,57.07,10.09,0
62.04,39.6,91.95,64.13,6.07,1
41.95,77.0,75.91,95.02,2.0,1
74.41,50.99,69.66,91.92,9.48,0
43.81,62.78,56.29,79.77,7.15,0
99.01,57.57,68.58,57.59,10.94,1
99.01,94.01,60.17,78.5,3.33,0
41.36,64.16,44.64,80.09,10.33,1
37.38,54.63,71.38,61.56,6.76,0
99.01,94.01,86.02,84.68,8.72,1
19.2,94.01,64.17,57.59,2.0,1
48.9,84.28,95.01,79.14,6.4,1
51.15,79.44,61.65,68.21,7.65,1
50.43,54.24,53.71,74.81,5.8,0
1.99,88.71,95.01,78.85,11.77,1
64.91,75.96,70.46,69.38,9.96,0
22.35,58.28,64.35,88.23,8.83,1
92.16,72.01,70.62,95.02,6.59,0
8.26,61.32,70.81,80.67,12.34,1
52.23,42.65,59.68,55.98,7.99,1
1.99,93.62,70.0,51.81,2.0,1
1.99,37.5,59.79,43.98,9.3,1
26.15,94.01,47.14,77.62,6.9,1
30.24,65.75,58.21,73.63,4.66,0
93.02,77.5,52.64,92.85,8.6,1
49.32,78.95,66.72,43.98,10.65,0
87.99,52.05,57.76,56.93,6.52,1
39.48,65.81,95.01,56.1,6.86,1
68.08,67.73,72.85,90.85,7.33,0
29.45,58.87,37.97,74.11,5.4,1
27.48,87.83,45.6,43.98,11.72,0
1.99,48.17,69.55,58.84,9.26,0
60.24,73.03,78.86,59.81,7.65,1
58.1,39.33,74.76,94.3,2.0,1
73.05,73.74,77.21,82.23,4.7,0
56.74,72.52,56.12,67.61,6.9,1
99.01,94.01,95.01,73.68,7.99,0
55.61,58.67,57.45,49.17,2.0,0
79.27,66.53,83.75,71.29,8.6,0
41.1,65.28,43.66,66.44,3.62,1
24.14,94.01,43.61,94.57,4.43,1
71.32,59.36,75.99,68.05,2.0,0
47.91,73.5,81.01,68.14,5.42,1
74.64,64.34,53.95,51.98,8.73,0
60.74,66.84,87.64,45.44,10.15,1
27.49,69.72,75.75,56.89,3.64,0
81.67,88.9,72.69,65.99,5.25,1
25.23,94.01,75.23,61.17,8.82,1
68.64,45.02,71.96,81.2,10.02,1
87.68,83.31,51.57,58.75,11.8,1
39.34,91.67,95.01,71.94,13.29,0
84.04,75.52,82.79,71.36,4.1,0
62.04,90.42,66.93,74.26,15.0,0
75.22,47.47,87.2,62.4,5.64,0
26.22,78.49,95.01,88.5,2.0,0
56.72,91.56,85.41,67.91,13.29,1
9.65,58.4,76.88,78.5,3.76,1
99.01,46.78,57.19,95.02,12.67,1
1.99,89.68,57.77,56.41,7.94,1
40.21,62.06,37.97,62.27,8.73,1
23.47,59.31,73.15,51.67,9.38,1
70.07,36.33,68.02,67.93,13.06,0
99.01,60.46,37.97,80.21,11.06,0
69.5,57.19,37.97,51.92,9.68,1
99.01,37.7,95.01,73.46,4.34,0
10.52,59.19,39.56,89.58,7.99,1
12.75,90.44,77.4,83.05,8.39,1
24.59,75.56,43.24,95.02,6.61,0
54.02,40.62,92.36,46.36,5.19,1
20.71,76.4,79.51,79.61,4.39,1
28.69,82.35,77.75,64.14,2.68,0
68.5,71.36,52.32,64.61,7.86,0
14.55,68.9,75.84,59.04,2.0,0
17.62,55.52,61.38,72.58,3.56,1
38.94,76.9,42.86,72.15,4.79,1
41.67,79.85,62.95,66.71,14.14,0
79.8,74.47,54.69,46.69,6.17,1
24.37,94.01,52.48,81.59,2.0,1
29.6,65.89,72.93,72.05,10.72,0
67.38,46.51,43.56,58.36,6.51,1
73.75,94.01,93.81,71.71,9.91,0
91.95,36.17,83.08,61.23,8.24,1
64.11,62.48,64.41,53.71,13.15,0
54.28,53.26,95.01,84.01,12.91,1
67.18,67.72,55.13,50.33,7.83,1
42.74,67.12,72.43,82.07,6.27,1
42.53,52.64,74.94,70.14,6.77,0
1.99,88.36,47.74,63.96,4.88,1
76.42,67.14,84.01,68.33,8.58,0
56.63,91.04,54.3,63.02,2.22,1
73.04,48.88,80.49,69.75,6.27,0
1.99,50.46,70.65,43.98,6.82,1
49.13,49.99,55.76,80.33,13.83,1
25.67,78.68,65.3,95.02,7.2,0
94.06,94.01,76.59,64.07,9.81,0
68.32,64.16,79.77,64.33,2.0,1
57.3,32.97,38.38,67.2,3.9,1
37.97,77.9,76.94,69.63,9.07,1
62.02,81.25,53.8,56.57,4.17,1
23.57,51.27,47.08,61.48,4.69,1
47.61,79.5,67.48,78.81,5.86,1
33.72,83.83,52.13,70.62,5.17,0
99.01,33.35,67.66,72.0,5.6,1
93.15,89.22,55.22,76.69,5.68,1
81.34,90.33,73.4,81.83,7.93,1
7.26,64.08,82.52,55.37,3.85,1
75.57,80.91,87.83,68.69,6.78,1
55.94,94.01,55.63,91.28,13.76,1
85.99,57.92,62.5,67.25,8.07,1
59.85,90.01,50.85,83.19,3.63,1
50.31,73.85,58.43,95.02,2.0,1
57.28,49.4,55.59,62.5,13.6,1
1.99,37.38,75.44,62.18,2.0,1
28.24,82.26,66.13,79.37,12.41,0
61.33,46.46,68.27,51.7,8.17,1
83.56,86.61,83.82,84.65,11.11,0
34.53,32.97,83.66,95.02,9.54,1
49.32,72.15,59.77,91.96,4.94,0
4.05,63.86,37.97,67.7,10.17,1
92.84,94.01,85.14,84.3,12.58,0
82.81,73.5,83.67,80.88,4.64,1
69.42,80.33,56.64,60.08,6.06,0
62.3,61.92,73.81,62.02,4.2,1
95.54,66.37,95.01,93.59,2.0,1
27.15,88.1,95.01,62.17,12.37,0
24.01,69.81,49.73,59.03,12.5,0
81.3,53.3,62.72,88.85,8.77,1
79.35,89.65,39.37,58.51,8.6,0
15.87,94.01,60.92,83.96,5.92,0
35.08,94.01,58.35,81.15,7.1,1
99.01,92.3,37.97,84.09,3.38,0
62.44,64.53,86.81,78.65,3.93,1
73.34,52.2,93.26,74.23,6.66,1
16.87,48.58,90.15,93.46,12.6,1
69.55,46.44,85.44,58.93,9.3,0
9.32,67.87,39.87,73.56,2.0,1
1.99,94.01,95.01,67.42,14.27,1
71.59,40.32,69.84,73.67,2.0,1
92.12,69.82,76.61,76.39,13.09,1
43.14,63.87,87.0,53.93,8.15,0
34.64,48.77,77.58,67.87,3.15,0
99.01,65.05,95.01,95.02,8.2,1
44.85,92.29,56.52,89.17,12.2,1
48.59,73.53,93.59,61.06,6.58,1
99.01,80.59,43.92,78.67,10.82,1
40.24,88.39,76.09,72.39,2.0,1
31.53,76.35,59.91,84.82,10.88,0
74.16,63.02,72.85,74.79,4.43,1
29.85,71.29,90.47,67.44,4.18,1
46.3,50.57,86.79,58.21,4.23,1
12.23,70.53,69.2,80.85,6.66,0
55.88,71.67,48.29,76.42,2.14,0
52.48,92.77,48.25,74.68,12.25,1
78.58,63.8,89.68,64.9,6.32,1
75.37,63.8,71.0,73.07,4.98,0
66.5,42.77,57.74,79.86,6.47,1
61.94,80.97,53.02,80.7,4.32,0
48.37,43.58,78.81,53.1,4.55,0
68.18,60.73,95.01,57.96,12.55,1
18.23,56.98,64.94,92.94,8.78,1
1.99,85.24,85.81,64.02,2.0,1
84.21,78.13,50.0,48.93,7.04,0
70.06,82.01,82.09,44.28,6.54,1
46.82,86.21,95.01,76.91,5.4,1
81.67,58.23,56.53,55.3,4.15,1
29.28,54.2,82.94,56.49,5.36,1
30.03,39.8,72.73,58.5,6.86,0
26.01,71.77,68.18,43.98,10.21,1
66.97,55.71,44.21,79.93,10.04,1
4.58,77.48,48.56,95.02,7.17,0
28.25,90.0,75.76,43.98,10.86,1
58.91,85.94,66.53,72.13,4.69,1
15.57,71.65,74.47,66.25,7.58,1
31.34,70.9,92.67,86.1,6.73,0
1.99,69.36,44.61,79.45,2.0,0
68.08,94.01,92.63,80.91,7.48,1
30.54,59.24,50.18,48.85,8.71,1
18.61,70.92,65.57,70.07,7.76,1
12.93,66.33,59.68,59.6,9.8,0
38.37,55.7,52.96,58.76,10.32,1
4.66,62.82,95.01,69.52,7.12,1
99.01,70.01,72.25,72.9,5.6,0
1.99,48.61,94.32,86.51,7.3,0
37.43,94.01,50.79,61.56,4.39,1
53.6,82.34,67.52,56.68,2.0,0
28.01,88.8,47.8,64.18,9.79,1
56.65,66.67,42.5,77.82,10.71,0
27.3,63.99,75.85,74.75,6.35,1
94.89,65.74,70.64,63.99,7.49,0
18.04,57.23,82.92,70.01,4.98,0
1.99,92.46,95.01,58.14,9.88,1
12.83,94.01,47.97,62.25,3.05,0
61.71,79.22,61.24,65.96,6.05,1
47.08,94.01,78.77,43.98,6.36,1
72.32,94.01,55.34,62.09,13.61,1
65.06,94.01,74.02,53.38,11.17,1
32.04,61.24,60.67,59.14,10.36,0
36.31,32.97,62.06,81.53,7.44,1
39.32,82.63,49.92,72.57,6.04,1
99.01,77.05,75.32,61.11,11.02,0
70.54,71.44,73.96,67.66,3.59,0
99.01,65.43,64.81,46.19,8.45,1
74.89,93.36,79.93,68.44,9.74,0
48.66,42.22,60.88,65.81,7.39,1
20.93,94.01,95.01,64.06,7.58,0
56.35,94.01,86.14,67.79,3.45,1
48.73,72.17,84.05,82.94,3.5,0
47.78,74.54,42.69,67.73,7.97,1
44.43,48.59,67.75,82.13,3.25,0
1.99,87.25,57.12,81.92,10.34,0
87.08,91.96,61.75,50.9,5.72,1
49.04,83.01,73.63,82.24,5.54,1
9.47,47.64,64.77,73.34,9.98,1
64.48,41.11,65.3,63.26,5.85,0
25.67,65.28,89.48,66.64,2.85,1
66.81,70.92,56.22,83.31,5.88,1
76.08,87.44,68.93,78.56,5.78,1
80.08,65.27,55.72,48.11,6.54,1
45.83,88.28,55.87,59.67,6.66,1
38.5,89.45,65.18,54.65,5.38,1
32.35,77.88,89.27,54.83,2.38,1
29.54,84.86,47.65,57.18,8.13,0
50.0,62.18,65.87,69.86,4.35,1
44.43,49.37,68.21,87.94,7.24,1
26.56,59.48,41.76,79.65,8.92,0
17.32,54.82,56.21,72.6,4.19,0
47.34,90.89,81.89,65.97,7.12,1
37.9,84.75,75.91,69.98,3.77,1
17.39,33.68,75.57,69.54,2.0,0
74.6,72.68,73.64,78.03,2.0,0
99.01,38.0,95.01,79.7,7.93,1
78.43,50.39,71.75,83.0,11.27,1
29.61,84.21,50.36,68.48,4.99,1
49.04,39.08,49.72,52.19,12.87,1
95.19,45.44,65.36,64.09,7.13,1
16.45,51.44,63.4,69.99,7.5,1
73.2,41.54,59.93,43.98,13.89,0
8.49,44.45,81.81,43.98,9.57,1
99.01,68.53,93.46,54.63,8.73,1
38.02,39.78,66.05,66.02,5.94,1
99.01,65.12,48.99,54.19,3.71,1
99.01,69.68,77.42,56.31,9.47,0
47.41,82.79,64.3,43.98,2.28,1
29.63,85.92,65.94,64.1,13.39,1
56.15,45.23,62.28,71.33,4.51,0
45.27,46.15,59.97,69.88,2.4,1
38.85,45.17,44.76,66.56,4.74,0
2.4,83.48,65.83,43.98,7.4,1
35.57,75.62,64.15,79.03,4.57,0
18.28,63.29,55.88,75.45,2.0,1
66.5,48.48,42.36,66.64,7.19,1
79.25,72.26,81.54,59.26,4.57,1
71.99,93.68,46.36,58.21,4.12,1
60.43,92.53,69.57,52.99,3.02,0
25.76,43.51,76.95,63.42,12.02,0
56.46,88.43,42.07,46.23,9.26,1
73.5,43.28,59.6,92.19,15.0,1
33.49,62.42,83.59,71.51,15.0,1
53.95,60.34,61.16,79.81,10.06,1
46.28,74.22,37.97,68.92,7.95,1
98.73,51.82,78.75,65.91,9.67,1
75.2,71.34,61.28,71.64,3.25,0
68.17,50.44,65.83,95.02,4.14,1
1.99,72.56,63.93,65.63,4.54,0
55.51,46.27,82.09,43.98,3.19,1
46.0,62.5,92.89,81.88,9.62,1
45.75,69.59,95.01,51.13,2.0,1
5.14,65.1,92.6,78.54,5.34,0
18.94,84.43,65.68,44.19,4.42,1
48.53,32.97,72.24,44.22,4.11,1
82.83,72.6,37.97,76.93,12.27,0
33.37,54.87,80.92,72.46,2.68,1
38.9,79.95,60.75,63.45,6.97,0
99.01,70.06,43.33,60.25,2.08,0
41.89,88.72,91.92,54.12,2.56,1
46.76,65.41,81.34,61.58,13.62,0
47.16,91.31,95.01,73.09,2.0,1
11.46,72.28,57.97,47.98,8.17,0
67.09,46.69,40.19,47.42,9.4,0
31.56,55.16,93.66,85.62,7.56,0
49.63,59.17,57.87,56.22,9.35,1
63.39,71.54,67.11,75.76,6.08,0
99.01,85.4,93.89,61.26,6.16,0
